Date,Power [kWh],Power-1 [kWh],Hour,Temperature [C],Holiday
2019-01-19 03:00:00,103.738,102.128,3,9.743333333333334,0
2019-01-19 04:00:00,99.617,103.738,4,8.671666666666667,0
2019-01-19 05:00:00,103.055,99.617,5,8.483333333333333,0
2019-01-19 06:00:00,99.943,103.055,6,8.698333333333332,0
2019-01-19 07:00:00,110.523,99.943,7,8.950833333333334,0
2019-01-19 08:00:00,118.979,110.523,8,9.3375,0
2019-01-19 09:00:00,118.4,118.979,9,10.955,0
2019-01-19 10:00:00,117.496,118.4,10,13.255833333333332,0
2019-01-19 11:00:00,127.516,117.496,11,14.235,0
2019-01-19 12:00:00,120.666,127.516,12,13.824166666666668,0
2019-01-19 13:00:00,119.462,120.666,13,13.648333333333332,0
2019-01-19 14:00:00,122.667,119.462,14,13.279166666666669,0
2019-01-19 15:00:00,123.043,122.667,15,12.9975,0
2019-01-19 16:00:00,123.702,123.043,16,12.810833333333331,0
2019-01-19 17:00:00,121.935,123.702,17,13.24,0
2019-01-19 18:00:00,121.187,121.935,18,13.308333333333332,0
2019-01-19 19:00:00,115.851,121.187,19,13.354166666666666,0
2019-01-19 20:00:00,114.567,115.851,20,13.1625,0
2019-01-19 21:00:00,105.612,114.567,21,12.608333333333334,0
2019-01-19 22:00:00,102.212,105.612,22,12.629166666666668,0
2019-01-19 23:00:00,101.173,102.212,23,12.496666666666668,0
2019-01-20 00:00:00,98.475,101.173,0,12.266666666666666,0
2019-01-20 01:00:00,100.307,98.475,1,12.055,0
2019-01-20 02:00:00,97.647,100.307,2,11.869166666666668,0
2019-01-20 03:00:00,96.439,97.647,3,11.645,0
2019-01-20 04:00:00,99.582,96.439,4,11.369166666666668,0
2019-01-20 05:00:00,98.306,99.582,5,11.315833333333332,0
2019-01-20 06:00:00,99.249,98.306,6,11.155833333333334,0
2019-01-20 07:00:00,98.774,99.249,7,10.963333333333331,0
2019-01-20 08:00:00,104.93,98.774,8,11.085,0
2019-01-20 09:00:00,100.514,104.93,9,11.530833333333334,0
2019-01-20 10:00:00,103.27,100.514,10,11.960833333333332,0
2019-01-20 11:00:00,108.403,103.27,11,12.066666666666668,0
2019-01-20 12:00:00,110.688,108.403,12,12.165833333333332,0
2019-01-20 13:00:00,108.276,110.688,13,12.523333333333332,0
2019-01-20 14:00:00,107.13,108.276,14,12.8125,0
2019-01-20 15:00:00,107.962,107.13,15,12.539166666666668,0
2019-01-20 16:00:00,103.627,107.962,16,11.918333333333337,0
2019-01-20 17:00:00,104.083,103.627,17,11.525,0
2019-01-20 18:00:00,103.876,104.083,18,10.905833333333334,0
2019-01-20 19:00:00,108.825,103.876,19,10.569166666666666,0
2019-01-20 20:00:00,104.09,108.825,20,10.53,0
2019-01-20 21:00:00,100.522,104.09,21,10.408333333333331,0
2019-01-20 22:00:00,103.523,100.522,22,10.359166666666669,0
2019-01-20 23:00:00,105.191,103.523,23,10.478333333333332,0
2019-01-21 00:00:00,99.985,105.191,0,10.503333333333334,0
2019-01-21 01:00:00,99.437,99.985,1,10.3825,0
2019-01-21 02:00:00,102.963,99.437,2,10.084166666666668,0
2019-01-21 03:00:00,100.131,102.963,3,9.989166666666668,0
2019-01-21 04:00:00,99.425,100.131,4,9.6675,0
2019-01-21 05:00:00,103.151,99.425,5,9.406666666666666,0
2019-01-21 06:00:00,104.685,103.151,6,9.175,0
2019-01-21 07:00:00,149.454,104.685,7,9.229166666666666,0
2019-01-21 08:00:00,189.049,149.454,8,9.519166666666669,0
2019-01-21 09:00:00,239.108,189.049,9,10.415,0
2019-01-21 10:00:00,264.473,239.108,10,11.199166666666663,0
2019-01-21 11:00:00,340.772,264.473,11,11.476666666666668,0
2019-01-21 12:00:00,297.724,340.772,12,12.001666666666669,0
2019-01-21 13:00:00,297.616,297.724,13,12.981666666666667,0
2019-01-21 14:00:00,301.143,297.616,14,13.175,0
2019-01-21 15:00:00,304.29,301.143,15,12.743333333333332,0
2019-01-21 16:00:00,282.383,304.29,16,11.976666666666668,0
2019-01-21 17:00:00,274.919,282.383,17,11.288333333333334,0
2019-01-21 18:00:00,224.423,274.919,18,10.54,0
2019-01-21 19:00:00,181.313,224.423,19,10.371666666666668,0
2019-01-21 20:00:00,150.324,181.313,20,10.2975,0
2019-01-21 21:00:00,122.816,150.324,21,10.008333333333333,0
2019-01-21 22:00:00,108.629,122.816,22,9.583333333333334,0
2019-01-21 23:00:00,105.984,108.629,23,9.581666666666669,0
2019-01-22 00:00:00,109.741,105.984,0,9.404166666666669,0
2019-01-22 01:00:00,105.099,109.741,1,9.644166666666669,0
2019-01-22 02:00:00,107.678,105.099,2,9.779166666666669,0
2019-01-22 03:00:00,101.618,107.678,3,9.854166666666666,0
2019-01-22 04:00:00,105.114,101.618,4,10.114166666666668,0
2019-01-22 05:00:00,103.611,105.114,5,10.0975,0
2019-01-22 06:00:00,108.863,103.611,6,10.354166666666666,0
2019-01-22 07:00:00,158.692,108.863,7,10.575833333333334,0
2019-01-22 08:00:00,205.697,158.692,8,10.594166666666666,0
2019-01-22 09:00:00,237.092,205.697,9,10.946666666666664,0
2019-01-22 10:00:00,273.217,237.092,10,11.2925,0
2019-01-22 11:00:00,336.969,273.217,11,11.455,0
2019-01-22 12:00:00,290.801,336.969,12,11.075,0
2019-01-22 13:00:00,319.961,290.801,13,11.336666666666666,0
2019-01-22 14:00:00,302.619,319.961,14,11.820833333333333,0
2019-01-22 15:00:00,313.279,302.619,15,11.841666666666669,0
2019-01-22 16:00:00,285.557,313.279,16,11.948333333333332,0
2019-01-22 17:00:00,283.333,285.557,17,11.835,0
2019-01-22 18:00:00,225.734,283.333,18,11.755833333333332,0
2019-01-22 19:00:00,178.327,225.734,19,11.335833333333332,0
2019-01-22 20:00:00,150.044,178.327,20,11.175833333333332,0
2019-01-22 21:00:00,122.257,150.044,21,11.015,0
2019-01-22 22:00:00,115.479,122.257,22,11.181666666666668,0
2019-01-22 23:00:00,114.854,115.479,23,11.195833333333333,0
2019-01-23 00:00:00,114.191,114.854,0,11.085,0
2019-01-23 01:00:00,109.626,114.191,1,10.750833333333333,0
2019-01-23 02:00:00,110.573,109.626,2,10.566666666666666,0
2019-01-23 03:00:00,106.13,110.573,3,10.763333333333334,0
2019-01-23 04:00:00,104.999,106.13,4,10.845833333333331,0
2019-01-23 05:00:00,106.555,104.999,5,10.741666666666667,0
2019-01-23 06:00:00,109.411,106.555,6,11.152500000000002,0
2019-01-23 07:00:00,158.8,109.411,7,11.3175,0
2019-01-23 08:00:00,197.39,158.8,8,11.245833333333332,0
2019-01-23 09:00:00,230.414,197.39,9,11.940833333333332,0
2019-01-23 10:00:00,266.593,230.414,10,12.566666666666668,0
2019-01-23 11:00:00,353.008,266.593,11,12.676666666666668,0
2019-01-23 12:00:00,299.878,353.008,12,13.335833333333332,0
2019-01-23 13:00:00,306.119,299.878,13,13.539166666666668,0
2019-01-23 14:00:00,306.061,306.119,14,13.3275,0
2019-01-23 15:00:00,283.855,306.061,15,13.31,0
2019-01-23 16:00:00,262.652,283.855,16,12.9925,0
2019-01-23 17:00:00,259.766,262.652,17,12.439166666666669,0
2019-01-23 18:00:00,234.623,259.766,18,12.056666666666668,0
2019-01-23 19:00:00,193.196,234.623,19,12.089166666666666,0
2019-01-23 20:00:00,156.147,193.196,20,12.208333333333334,0
2019-01-23 21:00:00,129.44,156.147,21,12.050833333333337,0
2019-01-23 22:00:00,118.067,129.44,22,12.153333333333334,0
2019-01-23 23:00:00,117.519,118.067,23,12.075833333333334,0
2019-01-24 00:00:00,113.685,117.519,0,12.21,0
2019-01-24 01:00:00,116.794,113.685,1,12.389166666666666,0
2019-01-24 02:00:00,113.505,116.794,2,12.49,0
2019-01-24 03:00:00,111.301,113.505,3,12.374166666666667,0
2019-01-24 04:00:00,107.437,111.301,4,12.005833333333332,0
2019-01-24 05:00:00,106.279,107.437,5,11.981666666666667,0
2019-01-24 06:00:00,110.699,106.279,6,12.043333333333337,0
2019-01-24 07:00:00,159.022,110.699,7,12.346666666666666,0
2019-01-24 08:00:00,193.683,159.022,8,12.558333333333332,0
2019-01-24 09:00:00,226.838,193.683,9,12.794166666666667,0
2019-01-24 10:00:00,259.118,226.838,10,13.5575,0
2019-01-24 11:00:00,331.806,259.118,11,13.652500000000002,0
2019-01-24 12:00:00,289.467,331.806,12,13.985833333333332,0
2019-01-24 13:00:00,269.744,289.467,13,14.225833333333334,0
2019-01-24 14:00:00,298.578,269.744,14,13.908333333333331,0
2019-01-24 15:00:00,282.67,298.578,15,13.8925,0
2019-01-24 16:00:00,259.406,282.67,16,13.579166666666666,0
2019-01-24 17:00:00,253.985,259.406,17,13.1225,0
2019-01-24 18:00:00,218.059,253.985,18,12.654166666666669,0
2019-01-24 19:00:00,179.005,218.059,19,12.545,0
2019-01-24 20:00:00,150.796,179.005,20,12.4075,0
2019-01-24 21:00:00,121.662,150.796,21,12.233333333333334,0
2019-01-24 22:00:00,115.932,121.662,22,12.226666666666668,0
2019-01-24 23:00:00,108.276,115.932,23,12.041666666666666,0
2019-01-25 00:00:00,109.38,108.276,0,11.963333333333331,0
2019-01-25 01:00:00,102.492,109.38,1,11.824166666666663,0
2019-01-25 02:00:00,103.895,102.492,2,11.660833333333334,0
2019-01-25 03:00:00,107.713,103.895,3,11.473333333333334,0
2019-01-25 04:00:00,104.895,107.713,4,11.135,0
2019-01-25 05:00:00,106.214,104.895,5,11.05,0
2019-01-25 06:00:00,114.149,106.214,6,10.775,0
2019-01-25 07:00:00,152.977,114.149,7,11.288333333333334,0
2019-01-25 08:00:00,192.859,152.977,8,11.9575,0
2019-01-25 09:00:00,212.788,192.859,9,12.1975,0
2019-01-25 10:00:00,244.095,212.788,10,12.985833333333334,0
2019-01-25 11:00:00,317.573,244.095,11,14.755833333333332,0
2019-01-25 12:00:00,286.17,317.573,12,14.811666666666667,0
2019-01-25 13:00:00,248.047,286.17,13,16.330833333333334,0
2019-01-25 14:00:00,285.683,248.047,14,17.29,0
2019-01-25 15:00:00,271.017,285.683,15,17.835,0
2019-01-25 16:00:00,258.877,271.017,16,17.924166666666668,0
2019-01-25 17:00:00,230.061,258.877,17,17.3425,0
2019-01-25 18:00:00,210.473,230.061,18,15.476666666666668,0
2019-01-25 19:00:00,153.855,210.473,19,14.4375,0
2019-01-25 20:00:00,127.88,153.855,20,14.4,0
2019-01-25 21:00:00,116.56,127.88,21,14.575,0
2019-01-25 22:00:00,102.921,116.56,22,14.1325,0
2019-01-25 23:00:00,105.582,102.921,23,14.118333333333332,0
2019-01-26 00:00:00,103.404,105.582,0,12.406666666666666,0
2019-01-26 01:00:00,102.388,103.404,1,11.760833333333332,0
2019-01-26 02:00:00,104.47,102.388,2,10.801666666666668,0
2019-01-26 03:00:00,101.269,104.47,3,10.020833333333334,0
2019-01-26 04:00:00,98.965,101.269,4,10.399166666666668,0
2019-01-26 05:00:00,100.84,98.965,5,10.558333333333334,0
2019-01-26 06:00:00,98.417,100.84,6,10.001666666666669,0
2019-01-26 07:00:00,112.267,98.417,7,9.59,0
2019-01-26 08:00:00,112.861,112.267,8,9.348333333333334,0
2019-01-26 09:00:00,113.831,112.861,9,10.701666666666666,0
2019-01-26 10:00:00,114.429,113.831,10,12.594166666666666,0
2019-01-26 11:00:00,111.125,114.429,11,14.354166666666666,0
2019-01-26 12:00:00,110.956,111.125,12,15.760833333333332,0
2019-01-26 13:00:00,117.342,110.956,13,16.1925,0
2019-01-26 14:00:00,115.211,117.342,14,17.096666666666668,0
2019-01-26 15:00:00,122.249,115.211,15,16.211666666666666,0
2019-01-26 16:00:00,119.175,122.249,16,16.933333333333334,0
2019-01-26 17:00:00,120.562,119.175,17,16.05,0
2019-01-26 18:00:00,120.535,120.562,18,14.628333333333332,0
2019-01-26 19:00:00,114.149,120.535,19,12.950833333333334,0
2019-01-26 20:00:00,114.287,114.149,20,11.754166666666668,0
2019-01-26 21:00:00,105.796,114.287,21,11.369166666666668,0
2019-01-26 22:00:00,100.249,105.796,22,11.075,0
2019-01-26 23:00:00,98.44,100.249,23,10.4575,0
2019-01-27 00:00:00,104.416,98.44,0,10.175833333333332,0
2019-01-27 01:00:00,100.529,104.416,1,9.976666666666668,0
2019-01-27 02:00:00,97.666,100.529,2,9.996666666666668,0
2019-01-27 03:00:00,98.712,97.666,3,10.32,0
2019-01-27 04:00:00,101.154,98.712,4,10.303333333333333,0
2019-01-27 05:00:00,97.815,101.154,5,10.703333333333331,0
2019-01-27 06:00:00,97.708,97.815,6,10.8175,0
2019-01-27 07:00:00,100.111,97.708,7,10.685,0
2019-01-27 08:00:00,96.922,100.111,8,10.818333333333332,0
2019-01-27 09:00:00,101.058,96.922,9,11.481666666666667,0
2019-01-27 10:00:00,103.347,101.058,10,11.913333333333334,0
2019-01-27 11:00:00,103.665,103.347,11,12.269166666666663,0
2019-01-27 12:00:00,101.361,103.665,12,12.045,0
2019-01-27 13:00:00,101.514,101.361,13,12.402500000000002,0
2019-01-27 14:00:00,107.847,101.514,14,12.685833333333331,0
2019-01-27 15:00:00,104.846,107.847,15,12.4225,0
2019-01-27 16:00:00,105.892,104.846,16,12.1175,0
2019-01-27 17:00:00,109.837,105.892,17,11.393333333333333,0
2019-01-27 18:00:00,110.04,109.837,18,10.846666666666666,0
2019-01-27 19:00:00,105.022,110.04,19,10.646666666666668,0
2019-01-27 20:00:00,105.102,105.022,20,10.539166666666668,0
2019-01-27 21:00:00,105.313,105.102,21,10.571666666666667,0
2019-01-27 22:00:00,100.671,105.313,22,10.418333333333331,0
2019-01-27 23:00:00,100.062,100.671,23,10.49,0
2019-01-28 00:00:00,100.445,100.062,0,10.466666666666669,0
2019-01-28 01:00:00,98.172,100.445,1,10.479166666666666,0
2019-01-28 02:00:00,97.01,98.172,2,10.663333333333332,0
2019-01-28 03:00:00,99.28,97.01,3,10.37,0
2019-01-28 04:00:00,105.11,99.28,4,9.988333333333332,0
2019-01-28 05:00:00,98.095,105.11,5,10.280833333333334,0
2019-01-28 06:00:00,101.959,98.095,6,10.475,0
2019-01-28 07:00:00,154.978,101.959,7,10.616666666666667,0
2019-01-28 08:00:00,202.335,154.978,8,10.751666666666669,0
2019-01-28 09:00:00,232.193,202.335,9,11.168333333333337,0
2019-01-28 10:00:00,275.283,232.193,10,11.515,0
2019-01-28 11:00:00,359.291,275.283,11,12.495833333333332,0
2019-01-28 12:00:00,292.215,359.291,12,12.748333333333331,0
2019-01-28 13:00:00,304.873,292.215,13,12.705,0
2019-01-28 14:00:00,307.226,304.873,14,12.510833333333332,0
2019-01-28 15:00:00,298.69,307.226,15,12.766666666666666,0
2019-01-28 16:00:00,282.482,298.69,16,12.656666666666666,0
2019-01-28 17:00:00,256.971,282.482,17,12.155833333333334,0
2019-01-28 18:00:00,229.847,256.971,18,11.843333333333334,0
2019-01-28 19:00:00,171.871,229.847,19,11.825,0
2019-01-28 20:00:00,140.557,171.871,20,11.5925,0
2019-01-28 21:00:00,121.915,140.557,21,11.425833333333337,0
2019-01-28 22:00:00,109.748,121.915,22,11.729166666666666,0
2019-01-28 23:00:00,106.743,109.748,23,11.693333333333332,0
2019-01-29 00:00:00,109.208,106.743,0,11.473333333333334,0
2019-01-29 01:00:00,106.022,109.208,1,11.265,0
2019-01-29 02:00:00,104.861,106.022,2,11.3925,0
2019-01-29 03:00:00,106.494,104.861,3,11.145833333333334,0
2019-01-29 04:00:00,103.742,106.494,4,11.386666666666668,0
2019-01-29 05:00:00,105.57,103.742,5,11.383333333333333,0
2019-01-29 06:00:00,115.717,105.57,6,11.469166666666666,0
2019-01-29 07:00:00,146.046,115.717,7,11.098333333333334,0
2019-01-29 08:00:00,192.801,146.046,8,11.320833333333333,0
2019-01-29 09:00:00,223.288,192.801,9,11.768333333333333,0
2019-01-29 10:00:00,253.813,223.288,10,12.390833333333331,0
2019-01-29 11:00:00,333.431,253.813,11,11.836666666666666,0
2019-01-29 12:00:00,304.773,333.431,12,12.165833333333332,0
2019-01-29 13:00:00,277.641,304.773,13,12.135833333333332,0
2019-01-29 14:00:00,317.032,277.641,14,12.485833333333332,0
2019-01-29 15:00:00,293.986,317.032,15,12.615833333333333,0
2019-01-29 16:00:00,288.861,293.986,16,12.205833333333333,0
2019-01-29 17:00:00,273.6,288.861,17,11.735,0
2019-01-29 18:00:00,235.493,273.6,18,11.451666666666666,0
2019-01-29 19:00:00,168.352,235.493,19,11.626666666666669,0
2019-01-29 20:00:00,151.647,168.352,20,11.744166666666668,0
2019-01-29 21:00:00,120.428,151.647,21,11.439166666666669,0
2019-01-29 22:00:00,112.551,120.428,22,11.119166666666668,0
2019-01-29 23:00:00,111.845,112.551,23,10.85,0
2019-01-30 00:00:00,110.366,111.845,0,10.781666666666666,0
2019-01-30 01:00:00,112.823,110.366,1,10.7825,0
2019-01-30 02:00:00,107.586,112.823,2,10.686666666666667,0
2019-01-30 03:00:00,107.372,107.586,3,10.940833333333332,0
2019-01-30 04:00:00,107.115,107.372,4,10.694166666666666,0
2019-01-30 05:00:00,108.541,107.115,5,10.683333333333332,0
2019-01-30 06:00:00,112.708,108.541,6,10.736666666666666,0
2019-01-30 07:00:00,154.917,112.708,7,10.92,0
2019-01-30 08:00:00,197.053,154.917,8,11.175833333333337,0
2019-01-30 09:00:00,222.648,197.053,9,11.390833333333331,0
2019-01-30 10:00:00,255.879,222.648,10,11.331666666666663,0
2019-01-30 11:00:00,352.337,255.879,11,11.954166666666666,0
2019-01-30 12:00:00,303.964,352.337,12,12.801666666666668,0
2019-01-30 13:00:00,299.322,303.964,13,13.093333333333334,0
2019-01-30 14:00:00,313.762,299.322,14,12.763333333333334,0
2019-01-30 15:00:00,287.968,313.762,15,13.085,0
2019-01-30 16:00:00,280.73,287.968,16,13.128333333333332,0
2019-01-30 17:00:00,250.485,280.73,17,12.689166666666669,0
2019-01-30 18:00:00,225.105,250.485,18,12.470833333333331,0
2019-01-30 19:00:00,174.789,225.105,19,12.388333333333334,0
2019-01-30 20:00:00,146.939,174.789,20,12.558333333333332,0
2019-01-30 21:00:00,117.925,146.939,21,12.751666666666669,0
2019-01-30 22:00:00,106.728,117.925,22,12.760833333333332,0
2019-01-30 23:00:00,102.756,106.728,23,12.789166666666668,0
2019-01-31 00:00:00,103.88,102.756,0,12.606666666666667,0
2019-01-31 01:00:00,99.598,103.88,1,12.794166666666667,0
2019-01-31 02:00:00,100.767,99.598,2,12.755,0
2019-01-31 03:00:00,103.197,100.767,3,12.85,0
2019-01-31 04:00:00,98.908,103.197,4,12.631666666666668,0
2019-01-31 05:00:00,99.199,98.908,5,12.629166666666668,0
2019-01-31 06:00:00,112.347,99.199,6,12.45,0
2019-01-31 07:00:00,146.288,112.347,7,12.678333333333333,0
2019-01-31 08:00:00,194.457,146.288,8,12.860833333333332,0
2019-01-31 09:00:00,228.854,194.457,9,12.73,0
2019-01-31 10:00:00,255.373,228.854,10,13.115833333333336,0
2019-01-31 11:00:00,327.869,255.373,11,13.040833333333332,0
2019-01-31 12:00:00,290.456,327.869,12,13.27,0
2019-01-31 13:00:00,270.948,290.456,13,12.900833333333331,0
2019-01-31 14:00:00,296.57,270.948,14,13.204166666666666,0
2019-01-31 15:00:00,292.606,296.57,15,13.3525,0
2019-01-31 16:00:00,277.365,292.606,16,13.33,0
2019-01-31 17:00:00,262.997,277.365,17,12.945,0
2019-01-31 18:00:00,223.982,262.997,18,12.899166666666666,0
2019-01-31 19:00:00,171.99,223.982,19,13.2575,0
2019-01-31 20:00:00,148.799,171.99,20,13.315833333333332,0
2019-01-31 21:00:00,122.977,148.799,21,13.0475,0
2019-01-31 22:00:00,112.167,122.977,22,12.183333333333332,0
2019-01-31 23:00:00,107.123,112.167,23,11.366666666666667,0
2019-02-01 00:00:00,88.493,107.123,0,10.595,0
2019-02-01 01:00:00,91.164,88.493,1,11.090833333333334,0
2019-02-01 02:00:00,88.056,91.164,2,11.679166666666667,0
2019-02-01 03:00:00,88.117,88.056,3,11.6775,0
2019-02-01 04:00:00,89.758,88.117,4,10.715833333333334,0
2019-02-01 05:00:00,89.094,89.758,5,10.7825,0
2019-02-01 06:00:00,90.942,89.094,6,11.0925,0
2019-02-01 07:00:00,132.975,90.942,7,11.128333333333332,0
2019-02-01 08:00:00,162.269,132.975,8,11.152500000000002,0
2019-02-01 09:00:00,173.133,162.269,9,11.678333333333333,0
2019-02-01 10:00:00,199.885,173.133,10,12.055833333333332,0
2019-02-01 11:00:00,212.8,199.885,11,11.916666666666666,0
2019-02-01 12:00:00,214.253,212.8,12,11.585833333333332,0
2019-02-01 13:00:00,209.047,214.253,13,11.271666666666668,0
2019-02-01 14:00:00,216.652,209.047,14,11.410833333333334,0
2019-02-01 15:00:00,223.33,216.652,15,12.079166666666666,0
2019-02-01 16:00:00,215.602,223.33,16,11.725833333333334,0
2019-02-01 17:00:00,206.548,215.602,17,9.558333333333334,0
2019-02-01 18:00:00,179.864,206.548,18,10.8575,0
2019-02-01 19:00:00,140.369,179.864,19,9.525833333333331,0
2019-02-01 20:00:00,128.528,140.369,20,9.831666666666669,0
2019-02-01 21:00:00,113.099,128.528,21,10.671666666666669,0
2019-02-01 22:00:00,100.499,113.099,22,10.078333333333331,0
2019-02-01 23:00:00,101.315,100.499,23,10.203333333333331,0
2019-02-02 00:00:00,103.573,101.315,0,9.898333333333332,0
2019-02-02 01:00:00,103.293,103.573,1,9.475,0
2019-02-02 02:00:00,106.517,103.293,2,9.591666666666669,0
2019-02-02 03:00:00,102.147,106.517,3,9.249166666666666,0
2019-02-02 04:00:00,107.905,102.147,4,8.93,0
2019-02-02 05:00:00,101.365,107.905,5,9.2575,0
2019-02-02 06:00:00,100.019,101.365,6,9.174166666666666,0
2019-02-02 07:00:00,117.894,100.019,7,9.12,0
2019-02-02 08:00:00,111.972,117.894,8,9.453333333333331,0
2019-02-02 09:00:00,113.264,111.972,9,10.0925,0
2019-02-02 10:00:00,113.095,113.264,10,10.6025,0
2019-02-02 11:00:00,111.036,113.095,11,10.598333333333334,0
2019-02-02 12:00:00,119.163,111.036,12,10.560833333333331,0
2019-02-02 13:00:00,118.557,119.163,13,11.5075,0
2019-02-02 14:00:00,118.837,118.557,14,11.518333333333333,0
2019-02-02 15:00:00,124.748,118.837,15,11.271666666666668,0
2019-02-02 16:00:00,123.571,124.748,16,10.629166666666666,0
2019-02-02 17:00:00,127.842,123.571,17,10.371666666666668,0
2019-02-02 18:00:00,122.74,127.842,18,9.564166666666669,0
2019-02-02 19:00:00,126.236,122.74,19,9.134166666666667,0
2019-02-02 20:00:00,124.595,126.236,20,8.748333333333333,0
2019-02-02 21:00:00,108.131,124.595,21,8.540000000000001,0
2019-02-02 22:00:00,110.711,108.131,22,8.611666666666666,0
2019-02-02 23:00:00,106.199,110.711,23,8.701666666666666,0
2019-02-03 00:00:00,115.77,106.199,0,8.5575,0
2019-02-03 01:00:00,111.747,115.77,1,8.516666666666667,0
2019-02-03 02:00:00,114.983,111.747,2,8.417499999999999,0
2019-02-03 03:00:00,108.491,114.983,3,8.309166666666666,0
2019-02-03 04:00:00,112.485,108.491,4,8.361666666666666,0
2019-02-03 05:00:00,108.342,112.485,5,8.4525,0
2019-02-03 06:00:00,108.317,108.342,6,8.0825,0
2019-02-03 07:00:00,119.819,108.317,7,7.579999999999999,0
2019-02-03 08:00:00,123.214,119.819,8,8.326666666666666,0
2019-02-03 09:00:00,126.582,123.214,9,9.25,0
2019-02-03 10:00:00,124.982,126.582,10,10.191666666666666,0
2019-02-03 11:00:00,125.314,124.982,11,11.028333333333334,0
2019-02-03 12:00:00,127.316,125.314,12,11.909166666666666,0
2019-02-03 13:00:00,125.128,127.316,13,12.275833333333331,0
2019-02-03 14:00:00,128.033,125.128,14,12.530833333333334,0
2019-02-03 15:00:00,131.543,128.033,15,12.544166666666667,0
2019-02-03 16:00:00,128.487,131.543,16,12.274166666666666,0
2019-02-03 17:00:00,126.734,128.487,17,11.430833333333332,0
2019-02-03 18:00:00,130.692,126.734,18,10.004166666666666,0
2019-02-03 19:00:00,119.303,130.692,19,9.328333333333331,0
2019-02-03 20:00:00,115.564,119.303,20,8.965833333333334,0
2019-02-03 21:00:00,106.669,115.564,21,8.556666666666667,0
2019-02-03 22:00:00,103.076,106.669,22,8.490833333333333,0
2019-02-03 23:00:00,102.036,103.076,23,8.398333333333333,0
2019-02-04 00:00:00,111.903,102.036,0,8.244166666666667,0
2019-02-04 01:00:00,108.291,111.903,1,7.9075,0
2019-02-04 02:00:00,108.673,108.291,2,7.659166666666667,0
2019-02-04 03:00:00,110.6,108.673,3,7.356666666666666,0
2019-02-04 04:00:00,107.589,110.6,4,6.50025,0
2019-02-04 05:00:00,113.85,107.589,5,5.68,0
2019-02-04 06:00:00,117.297,113.85,6,5.68625,0
2019-02-04 07:00:00,144.153,117.297,7,5.462,0
2019-02-04 08:00:00,194.142,144.153,8,5.927916666666667,0
2019-02-04 09:00:00,235.141,194.142,9,6.436166666666666,0
2019-02-04 10:00:00,388.962,235.141,10,7.969666666666666,0
2019-02-04 11:00:00,329.262,388.962,11,9.340833333333334,0
2019-02-04 12:00:00,338.15,329.262,12,11.4525,0
2019-02-04 13:00:00,315.413,338.15,13,12.350833333333334,0
2019-02-04 14:00:00,337.57,315.413,14,13.3275,0
2019-02-04 15:00:00,374.08,337.57,15,13.3025,0
2019-02-04 16:00:00,363.304,374.08,16,12.7475,0
2019-02-04 17:00:00,326.718,363.304,17,12.035833333333334,0
2019-02-04 18:00:00,272.271,326.718,18,11.64,0
2019-02-04 19:00:00,205.54,272.271,19,10.893333333333333,0
2019-02-04 20:00:00,150.847,205.54,20,10.308333333333334,0
2019-02-04 21:00:00,134.771,150.847,21,10.155,0
2019-02-04 22:00:00,118.539,134.771,22,9.955833333333333,0
2019-02-04 23:00:00,112.819,118.539,23,9.939166666666669,0
2019-02-05 00:00:00,109.003,112.819,0,9.68,0
2019-02-05 01:00:00,104.838,109.003,1,9.109166666666669,0
2019-02-05 02:00:00,104.541,104.838,2,8.3175,0
2019-02-05 03:00:00,108.303,104.541,3,8.644166666666667,0
2019-02-05 04:00:00,103.99,108.303,4,8.054166666666665,0
2019-02-05 05:00:00,104.685,103.99,5,7.739999999999999,0
2019-02-05 06:00:00,123.474,104.685,6,7.870833333333334,0
2019-02-05 07:00:00,151.687,123.474,7,7.421666666666667,0
2019-02-05 08:00:00,185.435,151.687,8,7.445,0
2019-02-05 09:00:00,238.832,185.435,9,7.785833333333333,0
2019-02-05 10:00:00,379.451,238.832,10,8.525,0
2019-02-05 11:00:00,335.841,379.451,11,10.689166666666669,0
2019-02-05 12:00:00,339.626,335.841,12,12.9075,0
2019-02-05 13:00:00,341.425,339.626,13,14.248333333333331,0
2019-02-05 14:00:00,372.435,341.425,14,15.558333333333332,0
2019-02-05 15:00:00,385.38,372.435,15,16.026666666666667,0
2019-02-05 16:00:00,410.125,385.38,16,16.80333333333333,0
2019-02-05 17:00:00,357.057,410.125,17,15.920833333333334,0
2019-02-05 18:00:00,329.771,357.057,18,14.183333333333332,0
2019-02-05 19:00:00,208.468,329.771,19,12.946666666666667,0
2019-02-05 20:00:00,161.326,208.468,20,12.446666666666667,0
2019-02-05 21:00:00,138.011,161.326,21,12.54,0
2019-02-05 22:00:00,109.796,138.011,22,13.205833333333333,0
2019-02-05 23:00:00,104.613,109.796,23,12.448333333333332,0
2019-02-06 00:00:00,0.0,104.613,0,10.861666666666666,0
2019-02-06 01:00:00,0.0,0.0,1,9.389166666666666,0
2019-02-06 02:00:00,0.0,0.0,2,10.1075,0
2019-02-06 03:00:00,0.0,0.0,3,10.184166666666666,0
2019-02-06 04:00:00,0.0,0.0,4,9.911666666666669,0
2019-02-06 05:00:00,0.0,0.0,5,9.213333333333331,0
